player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jordyn Brooks,50851,LB,TEXAS TECH,11,27,2,83.3,0,0,315,1,0,64.4,70.9,87.0,67.5,72.6,81.1,9,11,0,1,18.0,8.7,8,0,0,93.6,30,0,0,661,0,388,822,128,0,0,128,0,0,694,88,346,32,29,57,1,36,20,1,253,197,8.4
Micah Kiser,50879,LB,VIRGINIA,12,30,0,81.6,0,0,335,2,0,54.7,73.3,59.7,69.7,79.9,70.6,5,9,0,0,37.0,12.2,16,2,1,116.6,31,6,0,724,0,291,799,37,0,0,37,0,0,762,111,397,38,49,85,4,38,20,1,375,280,12.1
Malik Jefferson,50884,LB,TEXAS,12,23,1,79.2,0,0,311,0,0,67.5,78.2,63.7,65.1,80.7,71.1,4,17,0,0,22.0,12.7,15,1,1,94.4,19,5,0,730,0,339,840,54,0,0,53,1,0,786,135,366,55,57,80,5,24,26,0,160,100,8.4
Roquan Smith,50892,LB,GEORGIA,12,15,0,81.3,0,0,173,0,0,86.7,91.7,87.1,76.3,90.7,90.1,2,8,0,0,32.0,3.0,3,3,0,104.8,26,6,0,543,0,276,573,11,0,0,11,0,0,562,39,258,19,59,83,5,32,16,1,213,181,8.2
Andre Smith,50897,LB,N CAROLINA,2,2,0,76.9,0,0,245,0,0,72.5,70.1,77.5,57.9,64.1,67.4,0,1,0,1,21.0,13.0,3,1,0,88.9,10,0,0,123,1,70,135,0,0,0,0,0,0,135,2,63,11,8,18,1,13,1,1,91,73,9.1
Tremaine Edmunds,50905,LB,VA TECH,12,16,0,69.7,0,2,337,0,0,62.9,77.8,87.7,73.8,80.4,86.4,5,13,0,0,60.0,8.1,8,1,0,117.9,23,6,0,647,0,324,748,72,0,0,72,0,2,676,80,344,26,61,75,10,33,24,2,297,243,12.9
Deshaun Davis,50932,LB,AUBURN,12,18,0,78.9,0,0,115,1,0,80.8,72.9,83.5,67.1,62.5,79.7,0,2,0,0,26.0,7.5,5,2,0,90.8,15,4,0,452,2,193,478,10,0,0,10,0,1,468,37,248,11,32,44,2,19,6,0,110,97,7.3
Leighton Vander Esch,50950,LB,BOISE ST,12,16,1,87.9,0,3,120,0,0,74.1,86.0,56.1,69.3,87.7,88.6,1,10,0,2,34.0,5.8,7,2,1,92.0,29,3,0,684,0,322,719,8,0,0,8,0,0,711,81,316,25,60,98,3,33,14,1,321,206,11.1
Bobby Okereke,50954,LB,STANFORD,12,18,0,73.3,0,1,300,0,0,64.3,65.1,85.8,70.6,60.3,79.6,7,5,1,1,32.0,11.1,9,3,0,85.8,22,4,0,619,8,306,678,15,0,0,15,0,0,663,49,323,36,33,54,2,30,16,0,263,168,12.0
Travin Howard,50959,LB,TCU,10,15,1,58.8,0,0,305,0,0,80.7,79.6,85.3,59.3,75.8,66.8,5,3,1,1,61.0,13.0,12,2,1,83.8,20,1,0,491,5,338,612,16,0,0,16,0,1,596,31,243,98,42,65,4,34,9,2,207,146,10.4
Ja'Whaun Bentley,50966,LB,PURDUE,11,31,0,64.0,0,2,273,0,0,70.6,83.7,57.1,58.2,91.3,79.1,4,5,1,1,29.0,8.8,10,3,1,71.6,16,0,0,568,2,281,670,50,0,0,50,0,0,620,70,319,50,47,72,11,25,9,0,197,126,12.3
Ben Burr-Kirven,50967,LB,WASHINGTON,12,19,0,78.6,0,1,340,0,0,90.8,85.5,83.8,73.0,72.6,76.9,4,6,0,1,23.0,10.5,10,3,1,83.9,33,1,0,459,0,260,518,16,0,0,16,0,1,502,41,217,41,34,66,4,42,11,0,274,161,8.3
Kenny Young,51029,LB,UCLA,11,17,0,79.3,0,0,324,1,0,63.0,62.1,61.3,64.6,60.2,89.9,4,4,0,0,36.0,6.9,8,2,2,119.5,23,2,0,755,1,301,818,7,0,0,7,0,1,811,25,492,53,42,91,7,29,10,1,288,157,12.5
Vosean Joseph,51047,LB,FLORIDA,11,15,0,74.1,0,0,163,0,0,42.4,44.6,42.7,61.2,49.8,44.2,1,1,0,1,52.0,19.7,13,1,1,82.6,20,0,0,407,0,179,448,14,0,0,14,0,0,434,15,254,27,28,38,6,27,2,0,222,216,11.1
Shaquille Quarterman,51048,LB,MIAMI FL,11,14,0,84.0,0,0,220,0,0,63.4,63.4,87.2,61.3,61.1,61.3,5,13,0,0,19.0,18.4,14,2,0,93.2,21,5,0,662,1,322,686,17,0,0,17,0,1,669,77,287,4,33,48,3,25,23,0,159,117,7.6
Jahlani Tavai,51055,LB,HAWAII,12,26,0,65.0,0,0,180,1,0,51.4,74.5,61.7,73.9,77.9,76.3,6,17,0,1,39.0,11.0,15,1,1,76.5,13,7,0,795,5,290,826,19,1,0,18,0,0,807,107,429,6,62,95,6,20,30,0,197,131,15.2
Joel Iyiegbuniwe,51221,LB,W KENTUCKY,12,23,1,83.9,0,1,346,1,0,67.1,80.9,34.4,68.6,86.6,75.8,0,13,0,0,41.0,10.0,11,0,2,99.7,26,2,0,562,0,283,754,66,0,0,66,0,0,688,86,385,125,46,76,9,31,15,0,246,191,9.5
Fred Warner,51222,LB,BYU,13,14,1,79.1,0,0,128,1,0,65.6,77.8,87.6,68.8,90.4,79.9,1,7,0,1,35.0,9.9,9,3,0,87.5,34,1,0,310,3,340,805,150,0,0,150,0,6,655,39,426,336,41,68,10,43,9,0,315,205,9.3
Drue Tranquill,51276,LB,NOTRE DAME,12,16,0,69.2,0,1,258,2,0,90.1,82.0,64.1,67.7,73.3,69.0,3,7,0,1,26.0,16.7,14,2,2,69.6,27,2,0,299,21,322,743,128,0,0,128,0,1,615,62,359,294,34,54,6,39,12,0,192,123,7.1
Kaden Elliss,51485,LB,IDAHO,12,8,1,73.0,0,2,185,1,0,63.9,78.2,89.6,83.5,80.2,67.5,9,21,0,0,45.0,13.1,11,3,0,100.4,27,6,0,247,4,233,803,278,1,1,276,0,0,525,188,382,274,48,65,11,37,36,1,253,148,9.4
Dorian O'Daniel,51487,LB,CLEMSON,12,13,1,62.8,0,0,140,1,0,78.5,83.1,87.9,68.7,86.4,82.0,2,10,2,2,43.0,7.8,5,1,0,64.5,27,5,0,246,3,297,620,85,0,0,85,0,3,535,50,273,282,33,46,5,43,17,1,224,159,8.3
Quentin Poling,51491,LB,OHIO,12,21,2,78.1,0,2,259,2,0,66.9,73.5,85.9,74.1,69.5,49.3,3,10,0,0,62.0,18.0,18,2,0,137.9,25,6,0,700,0,361,772,8,0,0,8,0,7,764,115,296,56,37,61,6,32,19,3,307,154,12.3
Dre Greenlaw,51503,LB,ARKANSAS,12,26,1,66.7,0,1,111,0,0,64.4,69.6,22.8,52.0,73.7,83.0,2,4,0,0,62.0,7.1,8,0,2,124.6,10,0,0,646,0,272,667,5,0,0,5,0,0,662,47,348,16,34,78,0,15,6,1,161,142,16.1
Aaron Jones,57723,LB,ARMY,1,0,0,,0,0,114,0,0,61.5,62.6,66.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,
Patrick Queen,57941,LB,LSU,1,0,0,,0,0,211,0,0,61.1,69.4,69.9,59.1,67.1,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,3,5,0,0,0,0,0,0,5,1,1,1,1,1,1,0,0,0,0,0,
Jacob Phillips,57942,LB,LSU,5,2,1,100.0,0,0,211,0,0,66.3,65.5,74.8,68.6,58.2,61.2,1,1,0,0,10.0,12.5,1,0,0,91.7,3,0,0,70,0,39,77,3,0,0,3,0,0,74,8,30,4,5,5,0,3,2,0,18,19,6.0
Sione Takitaki,12666,LB,BYU,12,24,0,77.4,0,1,128,0,0,66.5,76.2,37.4,65.8,82.2,59.1,2,11,0,0,26.0,16.7,21,2,2,96.0,24,2,0,556,17,327,738,110,1,0,109,0,0,628,80,331,55,41,81,5,31,15,0,219,111,9.1
Kamal Martin,12744,LB,MINNESOTA,12,15,0,78.0,0,0,225,0,0,62.7,60.1,86.7,58.5,55.7,47.8,2,5,0,0,30.0,20.8,15,1,1,98.2,32,0,0,259,5,292,606,132,0,0,132,0,1,474,52,262,209,23,42,2,41,7,1,230,154,7.2
Clay Johnston,25685,LB,BAYLOR,11,22,0,70.8,0,0,118,0,0,75.4,78.0,53.0,72.1,74.9,75.4,2,5,0,0,30.0,10.5,11,0,1,112.3,17,1,0,588,0,292,636,6,0,2,3,1,0,630,48,296,42,39,72,4,24,8,2,135,61,7.9
Malik Harrison,28081,LB,OHIO STATE,11,20,1,51.6,0,0,260,1,0,62.3,70.0,59.5,69.4,73.9,63.5,0,14,0,1,21.0,16.7,13,1,1,53.3,16,5,0,524,14,351,699,69,1,2,66,0,0,630,64,284,91,34,45,5,31,19,0,161,93,10.1
Troy Dye,28251,LB,OREGON,12,16,5,72.5,0,2,264,0,0,69.6,80.3,35.5,69.2,85.3,73.9,4,5,0,1,63.0,12.9,15,3,2,109.4,29,0,0,770,6,398,841,13,0,0,13,0,0,828,67,376,49,50,85,7,40,9,3,310,185,10.7
Germaine Pratt,29407,LB,NC STATE,11,22,1,89.3,0,2,248,1,0,79.0,90.3,87.0,84.8,90.3,90.3,7,13,0,0,31.0,5.3,5,1,0,96.4,25,6,0,554,1,359,678,40,0,0,40,0,2,638,77,242,80,47,67,5,28,26,0,200,128,8.0
Logan Wilson,29623,LB,WYOMING,12,21,0,75.7,0,0,351,0,0,81.3,85.5,58.7,76.5,81.3,78.7,7,9,0,2,25.0,9.0,10,2,1,74.9,28,2,0,695,0,383,800,5,0,0,5,0,6,795,45,372,92,45,80,8,37,18,1,207,97,7.4
Dakota Allen,30076,LB,TEXAS TECH,11,27,1,75.0,0,0,315,2,1,60.1,77.9,87.2,63.6,88.0,73.3,4,9,0,0,43.0,9.9,8,1,0,95.6,15,1,0,561,3,309,587,12,0,0,12,0,0,575,48,230,11,35,46,5,20,14,0,149,115,9.9
Ty Summers,30242,LB,TCU,9,9,0,76.5,0,0,305,0,0,65.2,72.5,87.7,72.7,69.7,61.6,4,8,0,0,27.0,15.4,8,0,0,109.7,13,3,0,164,0,95,377,175,0,0,161,14,0,202,87,195,38,22,35,1,17,15,1,99,74,7.6
Christian Campbell,34534,LB,GA TECH,8,4,0,85.7,0,0,176,0,0,63.4,67.1,81.7,75.8,62.6,51.8,1,4,0,0,20.0,22.7,5,0,0,130.7,6,2,0,52,0,67,158,42,0,0,42,0,14,116,24,67,50,5,13,0,7,7,1,41,14,6.8
Akeem Davis-Gaither,34788,LB,APP STATE,11,22,0,68.0,0,1,108,0,0,76.5,79.1,63.0,73.3,83.0,60.2,5,8,0,0,28.0,17.6,15,6,1,84.3,34,1,0,246,1,307,687,157,0,0,157,0,9,530,58,322,274,32,48,7,50,14,0,306,236,9.0
Jordan Glasgow,34816,LB,MICHIGAN,11,0,0,50.0,0,0,222,0,0,61.0,59.3,83.7,61.5,54.2,59.5,1,6,0,0,36.0,23.1,3,0,0,107.8,4,2,0,54,0,50,144,43,0,0,43,0,8,101,32,62,38,8,10,0,8,9,1,47,15,11.8
Blake Cashman,35413,LB,MINNESOTA,12,12,1,75.0,0,1,225,1,1,83.1,88.9,84.4,85.0,84.3,81.4,2,8,0,0,30.0,7.8,8,3,0,96.7,30,4,0,589,1,344,694,7,0,0,7,0,0,687,42,308,96,54,82,14,40,14,1,228,134,7.6
Tae Crowder,35774,LB,GEORGIA,12,13,0,53.8,0,1,173,1,0,81.9,76.5,80.5,73.7,65.7,73.1,0,2,0,2,31.0,16.2,6,2,0,56.7,7,1,0,237,0,117,278,4,0,0,4,0,0,274,7,154,37,10,18,1,13,3,1,74,53,10.6
Evan Weaver,38534,LB,CAL,12,38,2,80.0,1,0,130,0,0,85.5,91.0,60.4,80.1,90.8,88.3,1,9,1,2,24.0,7.7,12,4,1,76.3,36,6,0,677,1,352,801,38,0,0,38,0,5,763,82,367,78,69,105,3,45,16,0,304,243,8.4
Chapelle Russell,38876,LB,TEMPLE,12,10,0,59.3,0,0,306,5,1,80.6,67.5,58.2,60.2,56.7,51.5,3,5,0,0,28.0,19.7,15,3,2,85.6,16,2,0,535,1,280,654,63,0,0,63,0,3,591,45,329,52,28,51,3,27,10,1,141,87,8.8
Isaiah Simmons,42451,LB,CLEMSON,12,11,0,70.8,0,2,140,0,0,80.7,82.0,88.4,61.7,86.5,72.3,2,1,1,1,31.0,10.1,7,4,0,85.9,34,0,0,164,9,301,606,86,0,0,86,0,4,520,44,261,343,25,51,6,48,3,1,306,172,9.0
Cam Brown,42516,LB,PENN STATE,12,8,0,60.9,1,4,266,0,0,75.1,67.6,10.8,69.1,59.5,60.0,4,6,0,0,25.0,18.8,13,2,3,80.0,28,2,0,379,5,282,693,82,0,0,82,0,3,611,83,328,221,26,48,4,46,12,1,220,146,7.9
Shaun Bradley,42632,LB,TEMPLE,12,13,1,70.8,0,0,306,0,0,64.4,62.1,0.0,64.1,64.6,58.5,6,6,1,2,15.0,14.5,11,0,5,69.1,17,1,0,595,0,273,667,39,0,0,39,0,1,628,68,326,32,32,52,3,24,13,1,166,127,9.8
Justin Strnad,42659,LB,WAKE,12,17,0,75.8,0,1,339,0,0,77.7,77.1,85.1,61.5,75.3,69.8,0,6,0,0,30.0,10.6,10,2,0,92.2,25,2,0,731,6,437,821,10,0,0,10,0,3,811,52,332,71,42,67,5,33,8,0,214,118,8.6
Chad Kelly,42886,LB,BAYLOR,3,0,0,100.0,0,0,118,0,0,66.2,59.3,75.1,57.8,50.1,81.2,0,1,0,0,7.0,0.0,0,0,0,91.7,2,0,0,34,0,20,38,0,0,0,0,0,0,38,2,16,4,4,6,1,2,1,0,12,6,6.0
Devin White,43089,LB,LSU,12,22,1,72.0,0,2,211,2,0,91.5,89.5,6.8,81.4,73.1,73.1,7,20,0,0,23.0,11.9,14,3,3,87.8,18,4,0,712,3,341,758,25,0,0,25,0,1,733,98,319,16,52,82,6,25,31,0,154,104,8.6
Cassh Maluia,43524,LB,WYOMING,11,11,0,73.5,0,1,351,0,0,52.1,66.6,85.2,63.6,75.7,52.1,3,4,0,1,36.0,17.5,11,3,0,95.2,25,0,0,471,1,227,518,12,0,0,12,0,1,506,39,252,31,24,41,6,34,7,1,280,152,11.2
T.J. Brunson,44198,LB,S CAROLINA,12,28,0,83.3,0,1,289,0,0,53.9,63.8,60.5,67.6,67.7,90.0,4,6,0,0,23.0,5.9,6,1,1,109.0,25,4,0,700,3,320,788,50,0,0,50,0,3,738,78,390,31,30,68,4,30,14,0,305,162,12.2
Emeke Egbule,45378,LB,HOUSTON,12,10,1,78.2,1,0,182,3,1,66.7,71.3,58.1,76.7,69.6,55.6,4,16,0,2,46.0,20.3,14,3,2,88.2,43,2,0,196,1,290,927,368,0,1,364,3,0,559,163,474,361,18,45,1,55,22,1,404,301,9.4
Khaleke Hudson,49073,LB,MICHIGAN,12,8,0,80.0,0,0,222,1,0,70.5,66.9,0.0,71.5,64.5,46.2,2,11,0,0,78.0,26.2,11,1,4,135.4,16,2,0,266,8,260,598,136,0,0,136,0,46,462,65,273,142,13,23,1,20,15,1,276,184,17.3
Markus Bailey,49681,LB,PURDUE,12,12,0,72.9,0,1,273,0,0,83.4,82.2,91.9,77.8,71.7,70.1,7,11,1,1,33.0,13.7,17,2,0,78.0,35,6,0,456,3,400,934,225,0,0,225,0,6,709,138,396,244,51,95,4,48,24,0,275,170,7.9
Antoine Brooks Jr.,49751,LB,MARYLAND,12,10,4,81.5,0,1,215,0,0,81.4,83.1,69.1,84.5,76.0,51.3,1,23,0,1,40.0,20.0,17,3,1,115.3,22,4,0,236,5,214,728,282,0,0,282,0,0,446,147,367,204,37,58,8,27,28,2,255,158,11.6
Cole Holcomb,49753,LB,N CAROLINA,11,18,0,70.4,0,4,245,0,0,76.6,75.8,87.5,57.1,72.8,73.2,1,7,0,0,22.0,10.3,11,3,1,97.1,19,2,0,643,6,344,794,55,0,0,55,0,1,739,67,383,89,42,78,7,27,10,1,156,133,8.2
Ryan Connelly,49840,LB,WISCONSIN,12,19,0,81.0,0,1,349,0,0,71.9,85.1,26.1,82.1,82.6,71.5,5,9,0,0,24.0,11.9,12,1,4,87.3,17,3,0,626,6,290,698,19,0,1,18,0,2,679,62,346,44,50,70,9,21,17,0,104,46,6.1
Cody Barton,50727,LB,UTAH,12,25,0,57.9,0,1,328,0,0,84.4,81.8,66.6,66.1,79.4,90.1,2,12,0,1,33.0,4.3,4,6,2,66.1,22,3,0,622,3,393,820,153,0,0,153,0,3,667,103,324,37,38,63,4,38,17,0,244,111,11.1
Cameron Smith,50739,LB,USC,10,13,1,83.3,0,0,326,0,0,80.2,83.4,85.1,55.3,85.1,87.3,4,3,0,0,25.0,6.9,6,4,0,107.4,25,1,0,548,1,301,660,22,0,0,22,0,2,638,74,285,86,46,68,7,30,8,1,213,157,8.5
Ulysees Gilbert,50810,LB,AKRON,12,17,0,86.5,0,0,102,1,1,60.2,68.4,90.2,61.2,75.1,82.1,1,3,0,0,70.0,6.8,6,0,0,131.7,45,0,0,418,0,350,823,76,0,0,76,0,0,747,43,430,328,30,65,6,52,4,4,492,304,10.9
Jordyn Brooks,50851,LB,TEXAS TECH,12,15,0,80.0,1,0,315,0,0,76.1,78.7,67.8,62.1,83.4,89.2,2,4,0,1,30.0,4.7,4,1,1,81.7,16,3,0,443,1,316,740,243,0,0,243,0,0,497,99,325,53,32,66,4,20,9,0,172,88,10.8
Deshaun Davis,50932,LB,AUBURN,12,18,2,90.3,0,1,115,0,0,59.5,75.9,26.6,69.1,83.4,70.5,2,6,0,0,71.0,11.0,12,0,2,129.3,28,2,0,634,1,295,669,11,0,0,11,0,3,658,47,327,18,56,79,14,31,10,2,306,308,10.9
Bobby Okereke,50954,LB,STANFORD,12,17,0,62.5,0,3,300,1,0,70.0,76.8,86.3,72.4,76.3,59.2,0,8,0,0,28.0,15.7,16,2,0,83.3,30,3,1,705,2,431,843,5,0,0,5,0,1,838,58,354,130,39,69,3,48,11,0,336,209,11.2
Ben Burr-Kirven,50967,LB,WASHINGTON,12,42,1,84.5,0,3,340,3,0,92.0,91.5,85.6,79.3,85.1,88.4,3,11,0,2,27.0,7.8,12,4,0,79.4,60,2,0,697,5,401,767,15,0,0,15,0,0,752,37,329,50,50,100,3,71,16,0,417,346,7.0
Vosean Joseph,51047,LB,FLORIDA,12,16,0,77.8,0,0,163,1,0,61.2,70.9,21.1,81.8,71.5,54.7,3,2,0,0,75.0,17.9,17,3,4,127.7,28,4,0,498,7,273,608,31,0,0,31,0,0,577,43,292,72,42,62,5,36,9,3,287,229,10.3
Shaquille Quarterman,51048,LB,MIAMI FL,12,15,0,65.4,0,1,220,0,0,53.5,80.3,52.6,90.5,81.8,67.2,4,9,0,1,24.0,16.3,13,2,1,65.7,17,7,0,578,2,221,607,13,0,0,13,0,0,594,62,324,14,39,52,9,26,20,0,157,133,9.2
Jahlani Tavai,51055,LB,HAWAII,8,10,0,71.4,0,1,180,0,0,62.7,73.2,88.5,68.2,76.0,76.1,3,9,0,0,63.0,10.3,7,2,0,119.1,15,3,0,194,25,125,473,228,0,0,226,2,2,245,90,258,24,32,51,2,21,15,1,210,147,14.0
Drue Tranquill,51276,LB,NOTRE DAME,12,10,0,78.1,0,0,258,1,0,81.0,79.8,87.7,68.8,75.0,73.6,2,5,0,0,26.0,12.7,10,2,2,91.1,25,3,0,535,7,380,717,65,0,0,65,0,2,652,64,273,107,43,59,6,32,10,0,188,121,7.5
Dre Greenlaw,51503,LB,ARKANSAS,9,17,0,87.5,0,0,111,1,0,55.1,65.0,49.9,62.2,70.8,88.6,0,4,0,2,44.0,5.3,4,0,1,88.5,14,2,0,361,0,159,469,75,0,0,75,0,0,394,51,259,33,25,54,3,16,6,1,156,105,11.1
Patrick Queen,57941,LB,LSU,10,5,0,85.7,0,0,211,0,0,65.3,70.2,84.9,68.2,68.9,68.8,2,5,0,0,15.0,10.3,3,0,0,97.0,6,0,0,136,0,72,215,75,0,0,75,0,0,140,27,116,4,9,21,3,7,7,0,51,32,8.5
Jacob Phillips,57942,LB,LSU,11,18,0,73.3,0,0,211,0,0,66.1,63.8,10.0,56.1,66.7,68.3,1,13,1,1,21.0,14.3,12,3,3,74.2,22,1,0,633,0,354,727,46,0,0,46,0,0,681,76,297,47,26,54,5,30,15,0,179,142,8.1
Davion Taylor,81991,LB,COLORADO,12,7,0,77.8,0,1,143,2,1,75.8,76.3,91.1,60.1,80.5,79.4,9,11,0,0,65.0,10.9,7,3,0,104.6,21,1,0,135,10,189,671,270,0,0,270,0,0,401,152,330,256,35,50,9,27,21,1,166,158,7.9
Kamal Martin,12744,LB,MINNESOTA,8,18,0,73.9,0,2,225,0,0,64.0,70.6,84.7,67.2,72.2,58.3,3,2,0,2,13.0,14.7,10,1,0,80.9,17,2,0,409,1,229,484,19,0,0,19,0,3,465,29,226,50,30,40,1,23,7,2,135,100,7.9
Clay Johnston,25685,LB,BAYLOR,6,13,0,72.2,0,0,118,0,0,65.7,83.1,82.6,77.3,90.2,60.8,2,5,0,1,18.0,16.4,10,5,0,67.6,13,4,0,311,0,180,334,3,0,0,3,0,1,331,27,127,19,32,38,6,18,11,0,123,64,9.5
Malik Harrison,28081,LB,OHIO STATE,12,5,0,68.8,0,0,260,2,0,77.0,84.3,52.2,70.1,88.8,72.3,2,10,0,0,49.0,8.1,5,3,1,112.8,11,3,0,492,0,260,564,48,0,0,48,0,1,516,56,248,23,44,52,14,16,15,1,125,66,11.4
Troy Dye,28251,LB,OREGON,11,18,1,69.2,0,1,264,0,0,76.1,74.6,3.4,75.5,69.1,75.1,5,19,0,1,28.0,11.5,9,3,3,69.4,18,2,0,560,4,313,654,45,0,0,45,0,5,609,89,252,40,30,51,9,26,26,0,160,133,8.9
Logan Wilson,29623,LB,WYOMING,12,16,2,63.5,0,1,351,0,0,85.6,91.0,34.5,88.2,91.4,76.6,5,11,1,4,37.0,10.3,11,5,2,65.3,33,1,0,694,0,450,856,7,0,0,7,0,6,849,50,356,149,48,80,8,52,17,2,369,176,11.2
Akeem Davis-Gaither,34788,LB,APP STATE,12,24,5,78.9,0,0,108,0,0,64.7,77.4,14.2,85.4,84.9,67.6,8,9,0,1,29.0,14.7,14,1,4,102.6,30,5,0,268,3,275,753,254,0,0,254,0,4,499,149,329,224,37,57,8,38,22,2,268,213,8.9
Jordan Glasgow,34816,LB,MICHIGAN,12,24,0,96.0,0,0,222,1,0,57.4,76.9,85.3,86.5,77.7,89.6,7,13,0,0,21.0,2.7,2,1,0,107.5,24,4,0,533,4,230,665,70,0,15,47,8,0,595,85,350,58,26,48,0,25,24,1,165,126,6.9
Tae Crowder,35774,LB,GEORGIA,12,17,0,75.0,0,0,173,1,1,75.8,69.3,80.6,61.2,61.7,62.9,0,4,0,0,31.0,15.9,11,2,0,85.6,21,0,0,343,6,211,420,10,0,0,10,0,0,410,32,177,60,15,41,3,28,4,0,141,101,6.7
Tanner Muse,35997,LB,CLEMSON,12,8,0,46.7,0,0,140,0,0,88.9,90.4,85.4,77.2,88.7,84.4,0,4,0,4,50.0,4.0,2,3,0,31.7,7,2,0,243,5,225,450,11,0,0,11,0,121,439,12,213,70,23,40,4,15,6,0,109,83,15.6
Evan Weaver,38534,LB,CAL,12,37,1,78.9,0,2,130,0,0,59.2,73.2,37.8,71.3,79.9,88.1,9,16,0,0,69.0,8.7,15,2,3,94.4,45,3,0,766,2,445,875,26,0,0,26,0,9,849,82,348,71,69,120,8,57,28,0,379,323,8.4
Chapelle Russell,38876,LB,TEMPLE,12,17,0,68.6,0,1,306,0,0,58.0,67.9,52.0,68.7,73.9,67.7,3,6,0,0,27.0,13.1,11,1,1,77.6,24,1,0,587,2,344,712,28,0,0,28,0,4,684,37,331,91,39,56,9,35,10,0,154,167,6.4
Cam Brown,42516,LB,PENN STATE,12,23,0,80.6,0,1,266,2,0,73.4,77.0,54.9,66.6,85.3,64.5,2,13,0,0,48.0,16.9,13,2,1,96.4,25,2,0,232,6,236,582,76,0,0,76,0,7,506,73,273,261,29,41,4,31,17,0,221,166,8.8
Shaun Bradley,42632,LB,TEMPLE,12,16,1,73.3,0,1,306,1,0,63.7,69.2,6.5,64.0,74.7,74.0,5,9,0,0,37.0,11.9,12,2,3,110.7,22,1,0,676,1,380,769,3,0,0,3,0,3,766,61,328,85,48,73,6,30,15,1,262,135,11.9
Justin Strnad,42659,LB,WAKE,7,15,0,87.0,0,0,339,0,0,80.5,74.7,41.8,54.3,70.6,55.6,0,1,0,1,55.0,16.9,12,3,1,123.3,20,2,0,348,0,201,427,29,0,0,29,0,5,398,29,197,44,29,44,6,23,3,3,194,171,9.7
Cassh Maluia,43524,LB,WYOMING,12,14,1,81.6,0,0,351,0,0,57.2,68.5,86.3,70.8,72.5,62.4,4,12,0,2,23.0,15.3,11,1,0,74.0,31,1,0,685,0,375,775,43,0,0,43,0,3,732,74,326,44,30,47,6,38,17,0,267,207,8.6
T.J. Brunson,44198,LB,S CAROLINA,12,22,1,70.6,0,0,289,1,0,72.4,64.0,3.5,68.5,58.6,59.6,4,2,0,1,24.0,15.3,15,3,3,85.7,24,0,0,591,1,344,706,34,0,0,34,0,19,672,33,329,61,38,61,7,34,6,1,222,156,9.3
Khaleke Hudson,49073,LB,MICHIGAN,12,28,1,88.6,1,0,222,0,0,60.8,64.2,23.6,67.2,67.5,81.6,5,9,0,0,34.0,9.4,9,1,5,114.0,39,3,0,351,16,316,798,182,0,0,182,0,49,616,87,395,200,22,59,1,44,17,2,340,221,8.7
Markus Bailey,49681,LB,PURDUE,2,2,0,100.0,0,0,273,0,0,73.2,74.8,83.4,90.3,53.1,51.8,2,2,0,0,23.0,20.0,4,1,0,131.7,10,1,0,120,0,103,163,12,0,0,12,0,4,151,17,43,27,10,14,1,10,5,1,76,61,7.6
Jordyn Brooks,50851,LB,TEXAS TECH,11,23,0,71.4,0,1,315,2,0,64.9,90.5,87.7,75.6,91.5,77.6,8,31,0,0,32.0,9.9,12,0,0,97.9,10,5,0,678,1,274,707,12,0,0,12,0,7,695,117,316,9,60,86,17,14,44,0,122,93,12.2
Shaquille Quarterman,51048,LB,MIAMI FL,12,20,1,73.8,0,1,220,2,0,58.4,77.1,60.9,64.9,85.2,70.4,6,17,0,0,29.0,11.3,12,2,1,106.5,31,2,0,748,1,349,797,20,0,0,20,0,1,777,91,357,26,47,74,14,42,25,2,273,280,8.8
Patrick Queen,57941,LB,LSU,12,15,0,72.0,0,0,211,1,0,77.8,73.6,53.0,66.7,65.9,69.4,4,7,0,1,20.0,12.3,9,2,2,80.1,18,1,0,528,2,286,587,19,0,0,19,0,6,568,57,244,31,29,49,7,25,12,1,128,95,7.1
Jacob Phillips,57942,LB,LSU,12,12,0,62.5,0,1,211,0,0,49.3,67.9,84.5,51.3,83.4,91.2,2,5,0,0,30.0,2.6,2,1,1,99.7,15,0,0,489,3,270,583,24,0,0,24,0,1,559,43,270,65,31,64,5,24,7,1,182,111,12.1
