player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Justin Walley,144980,CB,MINNESOTA,10,4,0,41.8,0,0,225,0,0,71.3,71.1,40.9,61.1,71.4,52.6,2,2,1,2,65.0,19.2,10,5,3,57.8,23,1,0,50,442,320,548,9,0,0,9,0,12,539,15,213,35,12,38,1,55,5,1,395,134,17.2
Denzel Burke,145070,CB,OHIO STATE,16,5,0,72.3,1,0,260,0,0,72.4,73.3,43.5,78.1,72.9,79.3,0,2,0,2,69.0,7.5,4,2,2,95.4,34,0,0,32,655,412,721,7,0,0,7,0,8,714,4,305,16,22,44,3,47,2,2,413,142,12.1
Jaylin Smith,146422,CB,USC,10,12,0,61.9,0,0,326,0,0,82.5,82.6,84.9,55.6,80.1,71.2,0,0,0,2,45.0,12.9,9,1,2,62.5,26,0,0,66,482,322,589,6,0,0,6,0,23,583,15,252,11,20,49,4,42,0,0,289,83,11.1
Maxwell Hairston,146746,CB,KENTUCKY,7,0,0,54.5,0,2,202,0,0,66.1,67.0,12.9,92.7,56.8,38.1,0,0,1,1,51.0,27.3,6,4,2,78.2,12,1,0,19,265,142,297,1,0,0,1,0,9,296,4,151,3,4,16,0,22,1,0,262,93,21.8
Azareye'h Thomas,156277,CB,FLORIDA ST,12,8,0,51.5,0,0,167,0,0,78.0,76.5,52.2,74.3,66.0,62.5,1,4,0,1,21.0,13.8,8,5,3,50.2,17,0,0,49,675,357,755,12,0,0,12,0,1,743,7,391,18,16,42,0,33,5,0,141,64,8.3
Benjamin Morrison,156968,CB,NOTRE DAME,6,2,0,44.4,0,0,258,0,0,68.4,71.4,83.4,69.7,76.7,56.6,1,1,0,0,27.0,16.7,4,2,1,58.4,12,0,0,15,272,168,314,4,0,0,4,0,1,310,3,143,22,5,18,0,27,2,0,125,84,10.4
Jacob Parrish,157777,CB,KANSAS ST,12,5,1,55.6,0,0,199,0,0,76.9,74.7,1.1,70.9,71.4,78.4,1,4,0,1,34.0,8.3,5,3,7,73.3,40,0,0,44,470,382,682,73,0,0,73,0,4,609,11,289,91,18,50,3,72,5,2,371,158,9.3
Will Johnson,158536,CB,MICHIGAN,6,4,0,61.5,0,0,222,0,0,76.7,76.5,9.2,64.9,73.7,48.7,1,0,2,2,28.0,20.8,5,2,2,52.6,16,0,0,23,245,182,279,2,0,0,2,0,1,277,4,93,8,9,15,1,26,1,0,195,49,12.2
Bilhal Kone,159385,CB,W MICHIGAN,13,10,1,45.7,0,0,347,2,0,75.4,73.5,87.3,67.8,64.1,75.0,0,0,0,1,60.0,11.1,8,6,2,79.3,21,0,0,86,615,367,767,47,0,0,47,0,4,720,8,392,15,11,54,1,46,0,2,373,142,17.8
Travis Hunter,160766,CB,COLORADO,13,4,0,56.1,0,1,143,0,0,90.3,88.2,0.0,,78.8,72.3,0,0,0,4,40.0,14.3,6,7,5,39.9,23,0,0,80,579,428,776,0,0,0,0,0,2,776,0,348,115,13,32,1,41,0,1,222,104,9.7
Shavon Revel,162653,CB,E CAROLINA,3,1,0,38.1,1,0,156,0,0,85.4,84.0,80.6,59.8,70.0,66.7,0,0,1,2,49.0,11.1,1,2,1,48.8,8,0,0,16,185,116,204,1,0,0,1,0,0,203,1,87,2,1,7,0,21,0,1,195,41,24.4
Cam Miller,164178,CB,PENN STATE,16,5,0,63.8,0,0,266,0,0,66.9,70.0,88.2,64.6,78.8,74.8,0,3,0,0,54.0,12.5,4,5,1,100.6,30,1,0,47,32,243,416,32,0,0,32,0,23,384,24,149,281,13,23,3,47,4,2,351,229,11.7
